107,640,,-0.635655,0.023806,1.49499
108,640,,-0.635233,0.023787,1.49585
109,640,,-0.633905,0.0238578,1.49413
110,640,,-0.633484,0.0238387,1.49499
111,640,,-0.633061,0.0238197,1.49585
112,640,,-0.632637,0.0238007,1.49671
113,640,,-0.631312,0.0238715,1.495
114,640,,-0.630889,0.0238524,1.49586
115,640,,-0.630464,0.0238334,1.49672
116,640,,-0.629141,0.0239043,1.495
117,640,,-0.628717,0.0238852,1.49586
118,640,,-0.628292,0.0238661,1.49672
119,640,,-0.626366,0.0236984,1.49434
120,640,,-0.625937,0.0236796,1.49519
121,640,,-0.624628,0.02375,1.49349
122,640,,-0.624199,0.0237311,1.49435
123,640,,-0.623769,0.0237122,1.4952
124,640,,-0.622462,0.0237826,1.4935
125,640,,-0.622032,0.0237637,1.49435
126,640,,-0.621602,0.0237448,1.4952
127,640,,-0.62117,0.0237259,1.49605
128,640,,-0.620737,0.0237071,1.49691
129,640,,-0.619435,0.0237774,1.49521
130,640,,-0.619002,0.0237585,1.49606
131,640,,-0.618569,0.0237396,1.49691
132,640,,-0.617268,0.02381,1.49521
133,640,,-0.616835,0.0237911,1.49606
134,640,,-0.616401,0.0237722,1.49692
135,640,,-0.615965,0.0237533,1.49777
136,640,,-0.615529,0.0237344,1.49862
137,640,,-0.614233,0.0238047,1.49692
138,640,,-0.613797,0.0237858,1.49777
139,640,,-0.612502,0.0238562,1.49607
140,640,,-0.612067,0.0238373,1.49692
141,640,,-0.61163,0.0238183,1.49778
142,640,,-0.611192,0.0237995,1.49863
143,640,,-0.609901,0.0238698,1.49692
144,640,,-0.609463,0.0238509,1.49778
145,640,,-0.609025,0.0238319,1.49863
146,640,,-0.608585,0.023813,1.49949
147,640,,-0.607297,0.0238834,1.49778
148,640,,-0.606858,0.0238644,1.49864
149,640,,-0.606418,0.0238455,1.49949
150,640,,-0.605977,0.0238266,1.50034
151,640,,-0.604692,0.0238969,1.49864
152,640,,-0.604251,0.023878,1.49949
153,640,,-0.603809,0.0238591,1.50035
154,640,,-0.603366,0.0238402,1.5012
